,parent_asin,title,price,average_rating,metadata
8738,B014PHLK9I,"Galaxy A5 case, BRILA dual layer case for samsung galaxy A5 (black)",-1.0,3.5,"brila  galaxy a5 case, brila dual layer case for samsung galaxy a5 (black)  "
8739,B00WPRO156,Hipster Colorful Fantasy Trippy Laser TPU Black Case(for Iphone 6 4.7 Inch),-1.0,1.0,"j-15 cases cell phones & accessories cases, holsters & sleeves basic cases hipster colorful fantasy trippy laser tpu black case(for iphone 6 4.7 inch) perfectly match with phone's shape and make your phone personalized and absorbing special?pattern?on?the?case?makes?your?phone?different?and?eyes-catching fit with phone very well without changing it's shape,better show the size of it easily access to all ports, controls and connectors. this case covers the back of your unique phone. slim, light weight design that protects your valuable product from scratches and damage. the cover case is hard and transparent. each precious crystal is attached to the case carefully by our professional artists with fashion taste in mind. it made of high quality material, against unwanted bumps, accidental drops, scratches,and stains.it provides excellent protection for your phone from scratches, bumps and dust. it is easy to attach and remove without any tools."
8740,B07Q16HB5C,"(2 Pack)R.B Compatible with Gear S3 Frontier Bands/Galaxy Watch 46mm Band 22mm Leather & Stainless Steel Strap Business Bracelet for Samsung Gear S3 Frontier/Classic/Galaxy Watch 46mm, 2x Screen P",16.97,3.7,"rockonbullets cell phones & accessories accessories smartwatch accessories smartwatch bands (2 pack)r.b compatible with gear s3 frontier bands/galaxy watch 46mm band 22mm leather & stainless steel strap business bracelet for samsung gear s3 frontier/classic/galaxy watch 46mm, 2x screen p buckle closure "
8741,B08WYZM8RN,Skinomi Matte Screen Protector Compatible with Motorola Razr 5g (2020)(2-Pack) Anti-Glare Matte Skin TPU Anti-Bubble Film,9.95,4.1,"skinomi cell phones & accessories accessories maintenance, upkeep & repairs screen protectors skinomi matte screen protector compatible with motorola razr 5g (2020)(2-pack) anti-glare matte skin tpu anti-bubble film the skinomi anti-glare screen protector compatible with motorola razr 5g (2020) is specifically custom-designed to offer maximum screen coverage for complete device protection matte, anti-glare infused material formulated to significantly reduce glare and improve visibility in bright environments. provides a smooth, satin texture that gives your device a high-quality look and feel self-healing, flexible and tough, military-grade elastic polymer material ensures that your device is protected at all times. the matteskin is resistant against scratches, punctures, smudges and fingerprints easy, error-proof and anti-bubble installation. liquid solution allows adjustments during installation and bubbles will disappear as protector sets on device lifetime warranty from manufacturer. made in the usa. includes original skinomi matteskin anti-glare screen protector compatible with motorola razr 5g anti-glare technology the skinomi matteskin screen protector is a new line of screen protectors developed to enhance the visibility of your mobile device in bright environments. the protector features a smooth, satin anti-glare infused finish specifically engineered to disperse harsh sunlight to significantly reduce glare. whether you're in the field or spending the day at the park, the skinomi matteskin protector will allow you to use your device without squinting or desperately looking for shade. complete protection plastic screen protectors are a temporary solution for preventing damage to your device. however, with the skinomi matteskin screen protector compatible with motorola razr 5g (2020), you get a flexible, yet tough long-lasting protector that is resistant against scratches and fingerprints. equipped with the same ""self-healing"" technology found in the original skinomi techskin, the protector features the latest in elastic polymerization technology that allow fine scratches, scuffs, and marks to disappear over time. custom-designed and laser-fit for maximum screen coverage, the skinomi matteskin screen protector provides a unique layer of protective coating made to give your device a smooth, lasting finish. lifetime warranty promise as with all skinomi products, we're so confident that you'll love the skinomi matteskin protector that every screen protector and full body skin protector is covered with a lifetime warranty. if the skinomi matteskin wears off, gets scratched, or damaged in any way, we'll replace it. that simple! skinomi matteskin screen protector compatible with motorola razr 5g (2020) skinomi matteskin screen protector compatible with motorola razr 5g (2020)"
8742,B01MXQ2VQK,（4.7 inch）iPhone 6 Waterproof Case REPPO Unlock iphone 6s Waterproof case Shockproof Snow-proof Dirt-proof Case for iPhone 6/6s (P-6/6s blue),-1.0,3.8,reppo  （4.7 inch）iphone 6 waterproof case reppo unlock iphone 6s waterproof case shockproof snow-proof dirt-proof case for iphone 6/6s (p-6/6s blue)  
8743,B07MDYNPJM,"iPhone X/XS Screen Protector,Anti-Scratch,Case Friendly,3D Touch,0.3mm Thin 9H Hardness Tempered Glass Screen Protector Compatible for iPhone X/XS (IPhonex-2pack)",-1.0,3.4,"queen wang cell phones & accessories accessories maintenance, upkeep & repairs screen protectors iphone x/xs screen protector,anti-scratch,case friendly,3d touch,0.3mm thin 9h hardness tempered glass screen protector compatible for iphone x/xs (iphonex-2pack)  1"
8744,B09GWCFVPG,"Samsung Electronics Galaxy Watch 4 Classic 46mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",129.99,4.4,"amazon renewed cell phones & accessories accessories smartwatch accessories smartwatch bands samsung electronics galaxy watch 4 classic 46mm smartwatch with ecg monitor tracker for health fitness running sleep cycles gps fall detection bluetooth us version, black (renewed) 1.4 ""(34.5mm) super amoled, 450 x 450 pixels (~321 ppi density), 16m colors, cpu: dual-core 1.15ghz, 361mah battery, android wear os, one ui watch 3, bluetooth, wi-fi the galaxy watch4 classic uses red leds and infrared rays to calculate your spo2 levels or the amount of oxygen in your blood. glass front (gorilla glass dx+), mil-std-810g compliant, 50m water-resistant (ip68), compatible with standard 20mm straps, ecg certified, blood pressure monitor fitness / auto workout tracking make the most of every workout with auto workout tracking. stay motivated by connecting to live coaching sessions via your smartphone or to dynamic group challenges with your friends. v02 max / advanced run coaching make the most out of every mile with advanced run coaching and vo2 max readings to assess your cardio levels. this pre-owned or refurbished product has been professionally inspected and tested to work and look like new. how a product becomes part of amazon renewed, your destination for pre-owned, refurbished products: a customer buys a new product and returns it or trades it in for a newer or different model. that product is inspected and tested to work and look like new by amazon-qualified suppliers. then, the product is sold as an amazon renewed product on amazon. if not satisfied with the purchase, renewed products are eligible for replacement or refund under the amazon renewed guarantee."
8745,B09PTSN7R5,"Samsung Galaxy Z Fold 3 Case with S Pen Holder,Galaxy Z Fold 3 Wallet Case with Card Holder RFID Blocking Kickstand Magnetic,Leather Flip Case Wallet for Samsung Galaxy Z Fold 3 5G(2021) (Coffee)",18.99,4.0,"japezop cell phones & accessories cases, holsters & sleeves flip cases samsung galaxy z fold 3 case with s pen holder,galaxy z fold 3 wallet case with card holder rfid blocking kickstand magnetic,leather flip case wallet for samsung galaxy z fold 3 5g(2021) (coffee) 【compatibility】: only compatible with galaxy z fold 3 7.6 inch(2021 release). please note: not compatible with other phone models,please make sure you have the correct phone model. (please must note: s pen is not included) 【rfid blocking】: radio frequency identification technology, through radio signals to identify specific targets and to read and copy electronic data. most credit cards, debit cards, id cards are set-in the rfid chip, the rfid reader can easily read the cards information within 10 feet(about 3m) without touching them. this case is designed to protect your cards information from stealing with blocking material of rfid shielding technology. 【high quality】: samsung galaxy z fold 3 leather case are precision made from high quality leather，reinforced stitching makes it even more durable and shockproof. they look stylish and feel nature and soft. 【multi-function】: samsung galaxy z fold 3 wallet case with 2 card slots & 1 side pocket,1 s pen holder and magnetic closure, perfect combination of wallet and cell phone case. the s-pen slot is designed on the front of case, which helps you store and protect you s-pen easily.allows you to easily access your cards or cash conveniently, minimizing the need to carry extrassuitable for everyday life and business trip. 【full protection】: samsung galaxy z fold 3 case surrounds all the edges, cover the whole phone with a full body protection on front and back when phone in your pocket and purse, protect well, it holds the phone tightly. full access to all features (cameras, speaker, ports and buttons). case for samsung galaxy z fold 3 with 2 card holder plus a side pocket help you carry 2 cards and a few bills conveniently,1 s-pen holder which is convenient for you to carry the pen when you work or travel. adjustable horizontal kickstand for hands-free reading or movies. accessories compatibility: samsung galaxy z fold 3 7.6 inch(2021) not fit other phones,please check your phone model before purchasing. feature highlights: ★rfid blocking this case is designed to protect your cards information from stealing with blocking material of rfid shielding technology. ★card slots & money pocket designed with 2 card slots and a pocket for conveniently storing essential cards and cash, wallet and case in one style makes it a good companion for daily life and business trip. ★build-in kickstand the invisible kickstand can be switched to a horizontal position and acted as a firm stand. gives your phone a comfortable viewing angle while not adding thickness. ★magnetic closure the magnetic closure secures your phone and other personal belongings in the case,no more worrying about losing your important items. ★convenient to use full protection. precise cutouts for speakers, earpiece, camera and other functional ports allow to access to all ports and functions easily, without removing the case. perfect gift: ideal as a graduation gift, birthday gift,for women or men, teenagers or adults."
8746,B08R9FH1XJ,"Jelanry Wallet Case for Samsung S21 Case with Credit Card Holder Slot Protective Shell Shockproof Anti-Scratches Cover Non-Slip Bumper Hybrid Case Compatible with Samsung Galaxy S21 6.2"" Rosegold",-1.0,4.5,"jelanry cell phones & accessories cases, holsters & sleeves basic cases jelanry wallet case for samsung s21 case with credit card holder slot protective shell shockproof anti-scratches cover non-slip bumper hybrid case compatible with samsung galaxy s21 6.2"" rosegold 【samsung galaxy s21 5g case】 100% perfect fits for samsung galaxy s21 5g new released. 【galaxy s21 wallet case for women & men】 the hidden card slot up to securely stores 4 cards, you can stores ids, credit/debit cards, or transit cards. get rid of your wallet and go out convenient. 【galaxy s21 5g protective case】dual layers design with non-slip bumper, prevent your phone from slip and drop accidentally. raised-up edges for protecting the phone screen and the camera from scratching, dirty or touching the ground. note: this case without screen protector. 【precision cutouts & safe】 allow easy access to all features of the phone without removing the case, phone case card store slot with semi-automatic spring flip door for guarding your cards securely and easily flip open and close. 【worry-free】 if at any time during the lifetime of our product you feel unsatisfied for any reason, feel free to contact us at any time. "
8747,B08GJNZP1M,"Magnetic Phone Holder, Universal 360° Rotating Magnet, Mobile Phone Magnet, Magnet Holder, Car Phone Holder, Car Dashboard Fixed Phone Holder, Mobile Phone Ring Magnetic Holder(red)",11.99,3.8,"generis cell phones & accessories accessories automobile accessories cradles magnetic phone holder, universal 360° rotating magnet, mobile phone magnet, magnet holder, car phone holder, car dashboard fixed phone holder, mobile phone ring magnetic holder(red) the new bracket adopts a double-ball design with a larger placement angle and more convenient use. it is not easy to block the view and take up a small amount of space. the air outlet of the air conditioner can be avoided. low temperature will damage the phone hardware. the new bracket is longer, has a larger placement angle, is firm and stable, and is not easy to fall. suitable for most positions in the car the matching iron sheet is very thin and does not take up space. it can be directly pasted to the back of the phone or phone case. it is recommended to fix the iron sheet on the back of the phone cover. the phone case can be used as a tool to use this function. the ring buckle can be rotated 360 degrees to adapt to the multi-angle placement of the mobile phone, and can be used as a mobile phone holder, no longer need to hold the mobile phone to watch movies in winter as long as one price, you can have two mobile phone holders, i hope you can be satisfied. the new car phone holder adopts a double spherical design. the club is longer than other clubs and has a greater placement angle. easier to meet your angle adjustment requirements. it is equipped with an iron plate and a buckle. you can use it on other phones. on your phone or phone case, sharing with your family is more convenient"
8748,B01AXX422A,Glassesshop Womens Fashion Oversized Cateye or High Pointed Eyewear Vintage Inspired-Tortoise,-1.0,4.7,canvaslot cell phones & accessories accessories cables & adapters glassesshop womens fashion oversized cateye or high pointed eyewear vintage inspired-tortoise cable cable
8749,B088X4L5CG,"[2 Pack] Samsung Galaxy s10 case, Compatible s10 Screen Protector/Anti-Scratch/Anti-Bubble/Compatible with Samsung s10 Screen Protector",-1.0,3.3,"among direct cell phones & accessories accessories maintenance, upkeep & repairs screen protectors [2 pack] samsung galaxy s10 case, compatible s10 screen protector/anti-scratch/anti-bubble/compatible with samsung s10 screen protector 【applicable to galaxy s10】 galaxy s10 screen protector helps prevent drop and scratch damage, while providing unparalleled hd clarity and user experience. 【high transparency】99% coverage of 3d curve edge protection, providing 99.99% hd and touch screen accuracy. 【anti-scratch】 made from superior 9h tempered glass that is scratch resistant , to avoid damage to the screen caused by sharp objects. 【easy installation】the galaxy s10 glass protective film is easy to install and has no bubbles, which perfectly fits the galaxy s10. with the included kit, you can get the 3d protective film you want in just a few steps. 【provide protection for your samsung galaxy s10】the oleophobic coating prevents smudges and maintains the clarity of the display. the circle at the bottom of the protective film is to help you better fingerprint unlocking. apply to:samsung galaxy s10 new top premium tempered glass screen protector - samsung galaxy s10 this product is made with specially processed tempered glass to protect screen of the device from shocks and scratches. automatic absorption installation this glass protector will attach your samsung galaxy s10 screen automatically. gently press it from center to every corner edges. dust-free, fingerprint-free, one-push super easily installation, bubble free. please note: 1. before installing the galaxy s10 glass screen film, find the phone settings, turn on the phone ’s touch sensitivity switch, and adjust the touch sensitivity to the highest, otherwise the problem of insensitive touch will occur after the screen protector is installed. 2. in order not to affect the fingerprint recognition function of the mobile phone, please add a new fingerprint first. when entering a new fingerprint (the fingerprint module appears at the bottom of the screen), install the screen protection film firmly on the surface of the phone, and then entry new fingerprint on the screen protection film, and complete new fingerprint entry. parcel list: galaxy s10 tempered glass screen protector x 2 alcohol x 1 dust-absorber x 1 wiping cloth x 1"
8750,B01FJ37B40,"3 UK Data SIM Card, Includes 3GB of Internet, Works Immediately! 500MB, 1GB, 3GB and 7GB Upgrades Available! …",-1.0,2.3,"sim card help cell phones & accessories sim cards & prepaid minutes sim cards 3 uk data sim card, includes 3gb of internet, works immediately! 500mb, 1gb, 3gb and 7gb upgrades available! … includes 3gb data, use immediately (no activation required), roams in usa free of charge! test everything before your trip. addons: 500mb for £3, 1gb for £10, 3gb for £15, 7gb for £25 (receive 200mb bonus free every 30 days) make free calls with voip apps, one month free skype! *** does not provide a local phone number! internet/data only! *** *** special sim designed for travellers, not a regular 3 card! not for phone activation! *** includes full set of instructions on how to use the sim. everything's in english including the 24/7 customer service hotline, account management website, etc. sim card has a shelf life of approximately two years. works with any unlocked device (mobile phone, tablet, gsm modem, mifi hotspot, etc.). tri-format sim card (nano, micro and full-sized, snap out the one you need). free incoming calls limited to 120 minutes (three hours) per day, afterwards they're billed at 4p/minute. ***includes 3gb of data readz to use immediately, no activation or registration required!***"
8751,B07KWV3WQQ,Golden Rose Pink Ballet Dancer On White Gray Marbled Look PopSockets Swappable PopGrip,16.99,3.4,"asbpod store cell phones & accessories accessories stands golden rose pink ballet dancer on white gray marbled look popsockets swappable popgrip awesome and cute inspired design by asbpod store. golden rose pink ballet dancer on white gray marbled look popgrip with swappable top; switch out your poptop for another design or remove it completely for wireless charging capabilities. (not compatible with apple magsafe wireless charger or magsafe wallet.) expandable stand to watch videos, take group photos, facetime, and skype handsfree. advanced adhesive allows you to remove and reposition on most devices and cases. note: will not stick to some silicone, waterproof, or highly textured cases. works best with smooth, hard plastic cases. will adhere to iphone 11, but not to the iphone 11 pro nor the iphone 11 promax without a suitable case. awesome and cute inspired design by asbpod store. golden rose pink ballet dancer on white gray marbled look"
8752,B017EPKJYK,Nakedcelphone Black Ribbed Hard Case Cover + Belt Clip Holster with Stand for Motorola Moto X Style Phone (XT1570 XT1572 XT1575),-1.0,2.8,"nakedcellphone cell phones & accessories cases, holsters & sleeves holsters nakedcelphone black ribbed hard case cover + belt clip holster with stand for motorola moto x style phone (xt1570 xt1572 xt1575) protective cover + custom holster case rubberized powder coating and ribbed texture for enhanced grip holds phone both ways: ""face-out"" for viewing or ""face-in"" for lcd screen protection clip is lined with soft micro fiber interior your phone is fully functional in the case if you have a case on your phone, then it will not fit in a traditional holster....until now!you get one black cover for your phone and one holster belt clip that is custom made to fit the phone while inside the case.phone cover: the cover is a black hard shell that snaps on the back of the phone. your phone is fully functional in the case with cutouts to access all buttons and ports. the case is made of hard polycarbonate that has been treated with a rubberized spray/powder coating for durability. case also has ribbed lines for enhanced tactile grip.belt clip holster: holster is made to fit the phone with cover. it’s also made of a hard plastic that has a rubberized texture coating. the interior is lined with micro-fiber material to ensure your lcd screen will remain scratch free. the holster can fit the phone both ways: face-outward for viewing or face-inward to protect the lcd screen. your phone is ultra-secure within the holster. the belt clip on this holster will turn/lock in 13 different positions. the clip has a slim profile so it will not extend far from your waist and bump into things. attach to your side and always have quick access to your phone.kickstand: there is a hinge on the inside of the belt clip so you can prop open. this is great for standing the phone in horizontal position on your table or desk. now you'll be able to prop your phone and watch movies hands-free....also handy for those who use their phone as an alarm clock. fyi: not a fan of belt clips? there are many other practical uses for a clip. for example, the holster can double as a car mount. we have many customers that attach this clip to the sun visor in their car. clip to bag, waist, stroller, purse, etc."
8753,B09B9TCW1P,"Compatible with Apple Watch Band 45mm/41mm/44mm/40mm/42mm/38mm, ALTOUMAN Watch Bands Compatible for iWatch Series SE/7/6/5/4/3/2/1, Silicone Sport Strap Compatible with Apple Watch Bands for Women Men (White, 42mm/44mm/45mm)",-1.0,4.7,"altouman cell phones & accessories accessories smartwatch accessories smartwatch bands compatible with apple watch band 45mm/41mm/44mm/40mm/42mm/38mm, altouman watch bands compatible for iwatch series se/7/6/5/4/3/2/1, silicone sport strap compatible with apple watch bands for women men (white, 42mm/44mm/45mm)  "
8754,B07DW65J2F,for iPhone 8 Plus case.MACBOU Fashion Magnetic Adsorption Metal Tempered Glass 360° Full Protection Luxury Case Cover for iPhone 7 Plus 8 Plus (Black+Transparent),-1.0,2.6,"macbou cell phones & accessories cases, holsters & sleeves basic cases for iphone 8 plus case.macbou fashion magnetic adsorption metal tempered glass 360° full protection luxury case cover for iphone 7 plus 8 plus (black+transparent) specially designed for iphone 7 plus & iphone 8 plus. high quality materials: made from metal aluminum frame and tempered glass cover, covering the back and corners of the phone. the tempered glass back cover is very effective in absorbing the impact with the industry-high 9h hardness and it can resist sharp objects such as knives and keys. 360° protection:with 8 high asorption magnets provides a strong magnetic adsorption, which assures that your phone won't drop from the case. covers all corners, including raised edges. perfectly-curved case without rough edges or trimmings to keep the screen from scratching or touching the ground. fashion design:this case with lightweight and simple design is ultra slim yet protective, which is also extrem light and easy to put in your pocket. with ultra slim profile for your phone it supports wireless charging. the case also ensures non signal block. perfect fit:precise cut out for all features, speaker, charging port and camera. the case does not impede the use of any of the function that you don't need to remove it when using your phone. specially designed for iphone 7 plus & iphone 8 plus. high quality materials: made from metal aluminum frame and tempered glass cover, covering the back and corners of the phone. the tempered glass back cover is very effective in absorbing the impact with the industry-high 9h hardness and it can resist sharp objects such as knives and keys. 360° protection:with 8 high asorption magnets provides a strong magnetic adsorption, which assures that your phone won't drop from the case. covers all corners, including raised edges. perfectly-curved case without rough edges or trimmings to keep the screen from scratching or touching the ground. fashion design:this case with lightweight and simple design is ultra slim yet protective, which is also extrem light and easy to put in your pocket. with ultra slim profile for your phone it supports wireless charging. the case also ensures non signal block. perfect fit:precise cut out for all features, speaker, charging port and camera. the case does not impede the use of any of the function that you don't need to remove it when using your phone."
8755,B07C9RGBDX,Mr.Shield for Huawei P20 lite [Japan Tempered Glass] [9H Hardness] [Full Screen Glue Cover] Screen Protector with Lifetime Replacement,-1.0,3.8," cell phones & accessories accessories maintenance, upkeep & repairs screen protectors mr.shield for huawei p20 lite [japan tempered glass] [9h hardness] [full screen glue cover] screen protector with lifetime replacement  "
8756,B0722TGVJY,"Back of Phone Card Holder, Easy Pull-Out Credit Card Holder for Phone Case Stick On Sticky Wallet Cell Phone Leather Sleeves for iPhone (Champagne Gold)",9.5,4.0,"monca cell phones & accessories cases, holsters & sleeves sleeves back of phone card holder, easy pull-out credit card holder for phone case stick on sticky wallet cell phone leather sleeves for iphone (champagne gold) <b>【high-quality leather and nylon strap】</b> this cell phone card holder is made of genuine leather with a nylon strap pull tab with a self-adhesive sticker that keeps the pocket contents from falling even when the phone pocket is upside down. suitable for the back of a phone or a phone case. the pouch can hold credit cards or identification cards—a small but convenient and functional mobile phone edc wallet. <b>【adhesive strength】</b> this stick-on wallet has an adhesive tape backing for a strong, firm, and long-lasting effect, providing a solid, sticky attachment to the surface of your phone. there's no need to be concerned about the card or the money falling out. <b>【 high-quality pull tab】</b> with a high-quality nylon pull tab with leather on top, it makes removing your card or money much easier when you need it. this phone wallet can securely hold up to 3 cards, and never let them go. the unique hat design protects your cards and money from being lost or stolen. <b>【fashion and convenience】</b> the unique design gives you a fashion sense. this card holder can hold money and it's perfect with semi-formal and formal attire. and no more need for a wallet when you go out. place this credit cardholder on your smartphone. travel and party — a useful and practical small phone wallet for your prized possession. <b>【wide range of compatibility】</b> this cell phone cardholder is compatible with iphone 11, 12, 13 (pro and pro max variations) xr, x, 8, 8 plus, 7, 7 plus, 6, 6 plus, 5c, se, and also compatible with samsung note, galaxy s10, s20, s21. and smartphones such as lg, sony, nexus, google pixel, and others can be used with mobile phone cases. this is an excellent addition to your mobile phone accessories. monca , is made with high-quality synthetic leather with a nylon strap pull tab. the material's flexibility will decide the cardholder's life span and how it looks after several months of usage. we source high-quality materials from different artisan leather craftsmen and finally decide on a material entirely different from others. it is ideal for holding a driver's license, id, hotel key, credit card, business card, cash, or car key.we handpick each product before shipping it to ensure it is in perfect condition. this includes the appearance, adhesive of the sticker, cardholder material, and packaging. finally, you get a clean, decent product of the highest quality.the unique pull tab design of this card holder helps to take out your cards and money if you need to use it. we used 3m adhesive stickers on the back of the cardholder to provide a solid attachment to the surface of your phone.this one-of-a-kind cardholder has multiple uses, and the design is distinctive and stylish. and no wallet is required when you are out. place your phone in this card holder. especially when exercising, traveling, and going to the gym, and it's perfect for your formal attire."
8757,B08WL9PTZ3,"AH Military Grade Cell Phone Belt Loop Clip, Compatible ONLY with AH Rugged Outdoor Pouch Carrying Clip Holster (Belt Loop Clip Only)",8.99,4.0,"accessoryhappy cell phones & accessories cases, holsters & sleeves holsters ah military grade cell phone belt loop clip, compatible only with ah rugged outdoor pouch carrying clip holster (belt loop clip only) durable leather belt loop with metal clip which will fit only ah pouch. this belt loop holder clip can replace original removable metal belt clip. ah belt loop clip can fit up to 2.75 inch wide belts. ah belt loop holder is 2 inch wide by 3.75 inch length. ah phone pouch sold separate on our listing. the belt loop clip is made out of genuine leather and provides better security with heavy duty belt loop. this belt loop holder is only compatible with ah pouch. 1 x leather belt loop clip"
8758,B0797LLPFV,"iPhone 8 Case,iPhone 7 case,Novo Icon Clear Soft TPU Case Rubber Silicone Skin Cover Slim Case",-1.0,3.6,"novo icon cell phones & accessories cases, holsters & sleeves basic cases iphone 8 case,iphone 7 case,novo icon clear soft tpu case rubber silicone skin cover slim case compatible with iphone 7/ iphone 8, 4.7 inch, supports wireless charging the case is made from flexible thermoplastic polyurethane (tpu). premium tpu material provide soft & comfortable grip,the design concept is to show the original beauty of the phone. all cutouts and buttons are precisely designed to access all your device's features. protect your phone from scratches, bumps and other daily damage. easy snap on/off installation novo icon iphone 7 case iphone 8 case ultra thin design if you want to have a protective case that doesn't take away from the beauty of your iphone 7 iphone 8 color choice, novo icon's case is the way to go. the case provides a solid layer of protection that is designed to take impact to the phone. with its scratch-resistant coating, you can ensure that both your phone and case stay looking great, and the precise cutouts make it easy to access all your ports. you won't add bulk to the phone, and it keeps it easy to hold thanks to its tpu material. specification: material: tpu silicone type: fitted case/skin compatible model:for iphone 7 iphone 8 100% brand new with high quality notice: accessory only. phone not included."
8759,B00XXPTEUQ,"Sport Armband, MaxMall Jogging Running Walking Armband for iPhone 6s Plus, 6 Plus, Belt Wrist Strap GYM Arm Band Cover- Adjustable, PU Brush Surface Workout Cover Key Holder Slot-",-1.0,3.2,"maxmall cell phones & accessories cases, holsters & sleeves armbands sport armband, maxmall jogging running walking armband for iphone 6s plus, 6 plus, belt wrist strap gym arm band cover- adjustable, pu brush surface workout cover key holder slot-  "
8760,B00TZ0DVVQ,Reiko Tight Fit Silicon Case/Protector Cover with Built In Media Kickstand for Sony Xperia Z3V - Retail Packaging - Black,-1.0,4.9,"reiko cell phones & accessories cases, holsters & sleeves basic cases reiko tight fit silicon case/protector cover with built in media kickstand for sony xperia z3v - retail packaging - black colorful frames adds style to your phone. light weight that adds no bulky feeling to phone. precise cuts for audio, earbuds and camera. constructed from impact-resistant material and double-enforced with a shock absorbing silicone inner-sleeve. built in vertical kickstand. heavy duty design with front raised edges to protect your mobile device and touchscreen. protects your phone under extreme conditions and a host of other environmental factors great drop proof and shockproof protection."
8761,B09G15C79D,Cute Skeleton Scratching Cat Halloween Aesthetic Gothic Art PopSockets Swappable PopGrip,14.99,4.3,"cute skeleton scratching cat halloween aesthetic cell phones & accessories accessories stands cute skeleton scratching cat halloween aesthetic gothic art popsockets swappable popgrip cute skeleton scratching cat halloween aesthetic gothic art popgrip with swappable top; switch out your poptop for another design or remove it completely for wireless charging capabilities. (not compatible with apple magsafe wireless charger or magsafe wallet.) expandable stand to watch videos, take group photos, facetime, and skype handsfree. advanced adhesive allows you to remove and reposition on most devices and cases. note: will not stick to some silicone, waterproof, or highly textured cases. works best with smooth, hard plastic cases. will adhere to iphone 11, but not to the iphone 11 pro nor the iphone 11 promax without a suitable case. "
8762,B07MW21PSR,Screen Protector Designed for Samsung Galaxy S10 Plus - OMOTON Not Full Coverage Flexible TPU Film for Galaxy S10 Plus 2019 Released [4 Pack],-1.0,1.0,"omoton cell phones & accessories accessories maintenance, upkeep & repairs screen protectors screen protector designed for samsung galaxy s10 plus - omoton not full coverage flexible tpu film for galaxy s10 plus 2019 released [4 pack] good protection: samsung galaxy s10 plus screen protector of omoton provide good protection for your phone screen even it does not have full coverage to phone curved edges top tpu material: this screen protector was made of tpu material, not glass. tpu material ensures good smoothness and responsive youtube installation video: omoton customize screen protector installation video for customers to refer to. customers could follow video instruction to install screen protector with ease phone model: this item is designed for samsung galaxy s10 plus. it could not be used for s10 or s10e after sales service: omoton provide responsible after sales service to customers to ensure that our product work well for our customers "
8763,B0050WSF00,HTC Droid Incredible 2 Accessory - Colorful Blossoming Spring Flower Design Protective Hard Rubberized Case Cover for Verizon,-1.0,3.5,  htc droid incredible 2 accessory - colorful blossoming spring flower design protective hard rubberized case cover for verizon  
8764,B009VK3JKS,KaysCase ArmorBox Heavy Duty Cover Case for Google Nexus 4 Smart Phone E960 (Pink),-1.0,4.6,"kayscase cell phones & accessories cases, holsters & sleeves basic cases kayscase armorbox heavy duty cover case for google nexus 4 smart phone e960 (pink) high quality two piece heavy duty protection case for google nexus 4 smart phone. inner tpu case wraps around the ipad with a lip around the front edge of the glass. the outer poly carbonate hardshell provides extra protection to the back, side and corners. accessible to all buttons, connectors, speakers and camera. a kick stand on the back of the shell can turn your device into a small media center. kay's knows about case kay's case armor case is a heavy duty two layer protection case for your phone. with a tpu inside and a polycarbonate shell outside with a kickstand. it provides protection as well as different functions for your tablet. it's perfect both kids and adults.   we value a lot of our customers and want you to be 100% satisfied with our product, so we will try our best to achieve that goal. we appreciate your reviews! however, if you have any issues with our product or service, please give us a chance to review it first and we will definitely resolve it for you."
8765,B017992BZG,"Note 3 Case, Galaxy Note 3 Case - E LV Samsung Galaxy Note 3 Case Full Body Hybrid Armor Protection Defender Case Cover - Dual Layer Armor Protective Case Cover for Samsung Galaxy Note 3 - MINT/TEAL",-1.0,3.6,"e lv  note 3 case, galaxy note 3 case - e lv samsung galaxy note 3 case full body hybrid armor protection defender case cover - dual layer armor protective case cover for samsung galaxy note 3 - mint/teal  "
